,quoteID,quotation,speaker,qids,date,numOccurrences,probas,urls,phase,domains
144,2020-04-09-004273,"Are they quarantined together? I believe, yes,",Wendy Williams,"['Q24004546', 'Q29643798', 'Q3559238', 'Q44627147', 'Q618233', 'Q7982827']",2020-04-09 21:17:55,1,"[['Wendy Williams', '0.9214'], ['None', '0.0648'], ['Tiffany Haddish', '0.0085'], ['Remy Martin', '0.0053']]",['http://hotnewhiphop.com/wendy-williams-warns-tiffany-haddish-that-common-is-not-good-with-women-news.108216.html#title-comment-desktop'],E,['com']
145,2020-02-08-003418,"Artistically, we're flourishing,",None,[],2020-02-08 01:39:15,5,"[['None', '0.8745'], ['Luiz Carlos Barreto', '0.0597'], ['Golden Bear', '0.0547'], ['Jair Bolsonaro', '0.0111']]","['http://www.ibtimes.com/brazilian-film-booming-vulnerable-under-bolsonaro-2918122', 'https://www.pulse.com.gh/news/world/brazilian-film-booming-but-vulnerable-under-bolsonaro/4c2zgwz', 'https://news.kuwaittimes.net/website/brazilian-film-booming-but-vulnerable-under-bolsonaro/', 'https://dailytimes.com.pk/554839/brazilian-film-booming-but-vulnerable-under-bolsonaro/', 'http://www.breitbart.com/news/brazilian-film-booming-but-vulnerable-under-bolsonaro-2/']",E,"['com', 'com.gh', 'net', 'com.pk', 'com']"
146,2020-03-24-005548,arts workers are right up there. They are already feeling it and feeling an extreme loss of income and do see what is going to help them in the future.,Chellie Pingree,['Q457243'],2020-03-24 00:28:24,1,"[['Chellie Pingree', '0.7979'], ['None', '0.2021']]",['https://www.centralmaine.com/2020/03/23/arts-groups-quickly-get-shows-up-online-but-surviving-the-shutdown-will-be-more-difficult/'],E,['com']
147,2020-03-25-005771,"As a result, the financial health and wellbeing of many Australian start-ups is at stake and unnecessary failures of great entrepreneurial and employment-generating companies could result.",None,[],2020-03-25 19:08:12,1,"[['None', '0.79'], ['fund manager', '0.21']]",['https://www.miragenews.com/reopening-siv-approvals-could-help-save-start-ups-from-covid-19-calamity-2/'],E,['com']
148,2020-04-08-004757,"As Carrie Bradshaw herself would say, `Just like that, there were heroes everywhere, '",Michael Patrick King,['Q979221'],2020-04-08 17:39:47,1,"[['Michael Patrick King', '0.9232'], ['None', '0.0491'], ['Sarah Jessica Parker', '0.0082'], ['John Corbett', '0.0067'], ['David Eigenberg', '0.0033'], ['Kristin Davis', '0.0027'], ['Mario Cantone', '0.0025'], ['Willie Garson', '0.0023'], ['Ben Weber', '0.002']]",['http://ksat.com/entertainment/2020/04/08/sex-and-the-city-cast-teams-up-to-record-messages-for-nyc-medical-workers-amid-coronavirus-pandemic/'],E,['com']
149,2020-01-23-007637,"As commitments have increased for the Forward Together campaign, Fowler has done an outstanding job managing the growth in our OMAF budget and overall operation. She understands the mission of the Foundation, and I look forward to seeing our fundraising efforts grow under her vision.",Keith Carter,"['Q15490406', 'Q22639323', 'Q3814306', 'Q6384175', 'Q6384178']",2020-01-23 19:15:45,1,"[['Keith Carter', '0.6274'], ['None', '0.3726']]",['https://hottytoddy.com/2020/01/23/ole-miss-announces-new-leadership-in-athletics-foundation/'],E,['com']
150,2020-02-14-007492,"As everyone knows, Rangers abhor all forms of abusive behaviour but because we believe the police are giving this incident attention it would be wrong to comment further.",None,[],2020-02-14 13:32:08,2,"[['None', '0.8594'], ['Gary Dicker', '0.0785'], ['Alex Dyer', '0.0478'], ['Alfredo Morelos', '0.0143']]","['https://www.dailyrecord.co.uk/sport/football/football-news/rangers-break-silence-alfredo-morelos-21497359', 'https://www.dailyrecord.co.uk/sport/football/football-news/gary-dicker-insists-rangers-stars-21498612']",E,"['co.uk', 'co.uk']"
151,2020-03-19-006072,"As far as confronting anything that is outside the spirit of the game, we will just continue to play a hard brand of footy and, if we are not, we will need to address it,",Luke Beveridge,['Q6701806'],2020-03-19 02:41:25,2,"[['Luke Beveridge', '0.961'], ['None', '0.039']]","['http://watoday.com.au/sport/afl/naughton-to-face-magpies-as-bulldogs-vow-to-play-hard-ball-20200319-p54bnl.html', 'https://www.theage.com.au/sport/afl/naughton-to-face-magpies-as-bulldogs-vow-to-play-hard-ball-20200319-p54bnl.html?ref=rss&utm_medium=rss&utm_source=rss_feed']",E,"['com.au', 'com.au']"
152,2020-04-01-005346,"As for the legality of the lock down, the Government of Nigeria's primary duty in law and action is the defence of the people of Nigeria. We face a global pandemic. Nigeria is now affected.",Anthony Fauci,['Q573246'],2020-04-01 21:22:34,1,"[['Anthony Fauci', '0.6299'], ['None', '0.197'], ['Richard Hatchett', '0.1731']]",['https://www.pulse.ng/news/local/coronavirus-presidency-replies-soyinka-urges-nigerians-to-trust-scientists-not/gkvzdh8'],E,['ng']
153,2020-02-03-006814,"As Graham [ Norton ] was saying, tonight is all about sustainability, so I made this dress by sewing two old dresses together. The red is from that one time I didn't win Miss Australia, and the black is from a funeral I just went to for the feature film, Cats.",Brad Pitt,"['Q35332', 'Q373912']",2020-02-03 10:38:47,1,"[['Brad Pitt', '0.3642'], ['None', '0.254'], ['Margot Robbie', '0.2434'], ['Rebel Wilson', '0.1384']]",['http://www.independent.co.uk/arts-entertainment/films/news/baftas-2020-rebel-wilson-best-director-award-1917-sam-mendes-a9314361.html'],E,['co.uk']
154,2020-04-09-004714,as if it's the off-season.,Auston Matthews,['Q20090644'],2020-04-09 00:00:00,1,"[['Auston Matthews', '0.8095'], ['None', '0.1742'], ['Sheldon Keefe', '0.0163']]",['https://www.thestar.com/sports/leafs/opinion/2020/04/09/auston-matthews-would-like-to-write-a-different-ending-to-the-maple-leafs-season.html'],E,['com']
155,2020-02-26-006227,"As many of you know, young people are dying in record numbers after consuming drugs containing fentanyl. We need your help determining how we can keep Stanford students safe,",None,[],2020-02-26 17:37:00,1,"[['None', '0.6579'], ['Michael Weiner', '0.18'], ['Jim Jacobs', '0.1621']]",['http://paloaltoonline.com/news/2020/02/26/stanford-student-died-from-accidental-fentanyl-overdose-coroner-confirms'],E,['com']
156,2020-02-19-007315,as partners and equals.,Rachel Browne,['Q23008491'],2020-02-19 22:47:04,2,"[['Rachel Browne', '0.6757'], ['None', '0.3243']]","['http://thestar.com/news/investigations/2020/02/18/young-female-journalists-remember-linda-diebel-christie-blatchford-and-anne-kingston.html', 'http://thestar.com/news/canada/2020/02/18/young-female-journalists-remember-linda-diebel-christie-blatchford-and-anne-kingston.html']",E,"['com', 'com']"
157,2020-04-16-004588,"As soon as the set crashes, it's a burst of blue light. It's not always the perfect burst of blue light, you want it to be dark,",Patrick Coyne,['Q7146283'],2020-04-16 16:49:43,2,"[['Patrick Coyne', '0.8475'], ['None', '0.1525']]","['http://www.dailybreeze.com/2020/04/16/rare-neon-blue-waves-called-bioluminescence-captured-on-camera-in-newport-beach/', 'https://www.presstelegram.com/2020/04/16/rare-neon-blue-waves-called-bioluminescence-captured-on-camera-in-newport-beach/']",E,"['com', 'com']"
158,2020-03-11-005884,"As soon as you pull it out of your holster, you've escalated.",Tom Morgan,"['Q3530806', 'Q7816939', 'Q7816940']",2020-03-11 11:00:00,1,"[['Tom Morgan', '0.8755'], ['None', '0.1053'], ['Bill Heath', '0.0192']]",['http://www.myajc.com/news/local/opinion-gun-bill-would-let-the-brandishing-begin-meaning-what/Xj3AnpcBuOtEdRH17BZXeP/'],E,['com']
159,2020-03-05-006187,"As the Minister of Transport, I should know. Government does not take unilateral decisions, if he were to be sacked I should have been intimated of his sack, but I am not aware. Although his tenure expires on Tuesday.",Rotimi Amaechi,['Q7370548'],2020-03-05 11:58:08,1,"[['Rotimi Amaechi', '0.9325'], ['None', '0.0581'], ['Dakuku Peterside', '0.0094']]",['https://www.today.ng/news/nigeria/rotimi-amaechi-aware-dakuku-petersides-sack-283999'],E,['ng']
160,2020-01-30-008840,"As the Walker administration continued to lead Wisconsin government, the ability to attract candidates clearly slipped. It was pretty bad by the time I left.",None,[],2020-01-30 05:00:00,1,"[['None', '0.9394'], ['John Lyons', '0.0606']]",['https://isthmus.com/news/cover-story/wisconsin-dnr-science-comeback/'],E,['com']
161,2020-04-01-005842,"As we confront the many challenges presented by this circumstance, we do acknowledge Molly's leadership of the last sixteen years,",Robert E. Johnson,['Q48800949'],2020-04-01 00:22:48,1,"[['Robert E. Johnson', '0.5966'], ['None', '0.4034']]",['https://religionnews.com/2020/03/31/president-of-central-baptist-theological-seminary-steps-down-due-to-ethical-lapse/'],E,['com']
162,2020-02-12-008761,"As we made clear in our election manifesto, we will work with fans and clubs towards introducing safe standing at football grounds. However, it is imperative that football remains as safe as it has become over the past 25 years. Robust evidence that this change will provide equivalent or improved safety for supporters will be absolutely paramount to this process.",Nigel Adams,['Q258292'],2020-02-12 05:07:56,1,"[['Nigel Adams', '0.977'], ['None', '0.023']]",['http://nwemail.co.uk/sport/18228748.manchester-united-plan-install-safe-standing-area-old-trafford/'],E,['co.uk']
163,2020-04-16-004819,"As you are aware, cabin crew are expected to be in close contact for a sustained period, often in excess of 15 hours in flight, with people who are likely to be positive to COVID-19,",None,[],2020-04-16 02:44:34,2,"[['None', '0.5267'], ['Brendan Murphy', '0.4734']]","['http://news.smh.com.au/business/companies/unions-push-to-scrap-airline-cabin-crew-quarantine-exemption-20200416-p54kbz.html', 'http://www.smh.com.au/business/companies/unions-push-to-scrap-airline-cabin-crew-quarantine-exemption-20200416-p54kbz.html']",E,"['com.au', 'com.au']"
164,2020-03-19-006948,"As you know, California has been disproportionately impacted by repatriation efforts over the last few months,",Gavin Newsom,['Q461391'],2020-03-19 22:50:00,7,"[['Gavin Newsom', '0.6593'], ['None', '0.263'], ['President Trump', '0.0777']]","['https://mynewsla.com/uncategorized/2020/03/19/56-of-ca-population-will-be-infected-with-coronavirus-governor-asks-trump-for-navy-hospital-ship/', 'https://www.dailybulletin.com/2020/03/19/gov-newsom-asks-president-trump-to-send-u-s-navy-hospital-ship-to-port-of-la-to-help-amid-coronavirus-pandemic/', 'https://www.whittierdailynews.com/2020/03/19/gov-newsom-asks-president-trump-to-send-u-s-navy-hospital-ship-to-port-of-la-to-help-amid-coronavirus-pandemic/', 'https://www.dailynews.com/2020/03/22/trump-will-send-massive-hospital-ship-to-port-of-los-angeles-amid-coronavirus-pandemic/', 'https://www.pasadenastarnews.com/2020/03/22/trump-will-send-massive-hospital-ship-to-port-of-los-angeles-amid-coronavirus-pandemic/', 'https://www.sbsun.com/2020/03/22/trump-will-send-massive-hospital-ship-to-port-of-los-angeles-amid-coronavirus-pandemic/', 'https://www.eastbaytimes.com/2020/03/23/trump-will-send-massive-hospital-ship-to-port-of-los-angeles-amid-coronavirus-pandemic/']",E,"['com', 'com', 'com', 'com', 'com', 'com', 'com']"
165,2020-01-31-008580,"As you reach or have reached the apex of your career, you build a certain level of resilience to block things out,",Keyon Dooling,['Q304349'],2020-01-31 19:07:55,1,"[['Keyon Dooling', '0.8845'], ['None', '0.1075'], ['Kobe Bryant', '0.008']]",['https://www.theguardian.com/sport/2020/jan/31/kobe-bryant-players-grieving-mental-health'],E,['com']
166,2020-02-07-008586,"Asian inclusion and celebrating diversity more widely are a key focus for us and, having recently met with the president and senior officials of the All Nepal Football Association (ANFA), and the Nepali minister for youth and sport, we share their excitement for this event. We're looking forward to sharing this experience with the local community in Aldershot.",Laurence Jones,"['Q26884000', 'Q27430504']",2020-02-07 10:43:24,1,"[['Laurence Jones', '0.7837'], ['None', '0.2055'], ['Paul Fairclough', '0.0108']]",['http://www.thefa.com/news/2020/feb/07/england-c-to-play-nepal-in-aldershot-070220'],E,['com']
167,2020-01-12-003549,ask Crazy Nancy why she allowed Adam `Shifty' Schiff to totally make up my conversation with the Ukrainian President & read his false words to Congress and the world,George Stephanopoulos,['Q1655924'],2020-01-12 15:35:37,3,"[['George Stephanopoulos', '0.4469'], ['Donald Trump', '0.4008'], ['None', '0.1113'], ['Laura Ingraham', '0.0256'], ['Adam Schiff', '0.0085'], ['Nancy Pelosi', '0.007']]","['http://uspolitics.einnews.com/article/506997602/M43ygB-KE2bKKnCu', 'http://uspolitics.einnews.com/article/506997602/qVK5w_ukGQPn3DNB', 'https://www.msn.com/en-us/news/politics/impeachment-trump-fumes-as-pelosi-prepares-to-send-articles-to-the-senate/ar-BBYSmWN?srcref=rss']",E,"['com', 'com', 'com']"
168,2020-02-19-007757,asked for help because this was an appropriate place and we had closed,None,[],2020-02-19 14:26:53,1,"[['None', '0.7904'], ['Pope Francis', '0.2096']]",['https://www.nbcdfw.com/news/national-international/pope-francis-changes-in-burger-king-before-mass-in-bolivia/162435/'],E,['com']
169,2020-01-21-007702,"aspects of our history into [ our central universe ], from the Justice Society all the way into the future of the Legion of Super-Heroes.",Dan Didio,['Q1159050'],2020-01-21 18:12:55,1,"[['Dan Didio', '0.9393'], ['None', '0.0442'], ['Steve Orlando', '0.0037'], ['Scott Snyder', '0.003'], ['Gail Simone', '0.0028'], ['Greg Rucka', '0.0022'], ['Nicola Scott', '0.0018'], ['Mariko Tamaki', '0.0016'], ['Elena Casagrande', '0.0014']]",['https://www.hollywoodreporter.com/heat-vision/wonder-woman-no-750-launches-new-era-dc-preview-1271697'],E,['com']
170,2020-01-15-008152,"Assuring a legal workforce through E-Verify will be good for the rule of law, protect taxpayers and place an upward pressure on the wages of Floridians who work in blue collar-jobs,",Ron DeSantis,['Q3105215'],2020-01-15 15:54:05,2,"[['Ron DeSantis', '0.5834'], ['None', '0.3941'], ['Bill Galvano', '0.0147'], ['President Donald Trump', '0.0078']]","['http://cltampa.com/news-views/florida-news/article/21110502/florida-republicans-are-divided-on-using-everify-to-check-for-undocumented-immigrants', 'https://www.wuft.org/news/2020/01/15/e-verify-divides-republican-leaders/']",E,"['com', 'org']"
171,2020-03-16-006231,"At 92, what doesn't hurt, doesn't work,",Ruben Pérez,['Q41456297'],2020-03-16 09:00:00,1,"[['Ruben Pérez', '0.7629'], ['None', '0.2371']]",['http://www.expressnews.com/news/local/article/After-70-years-San-Antonio-barber-says-it-s-15133426.php'],E,['com']
172,2020-03-12-006754,"At FHSU, we remain committed to the underlying goal of all our efforts and decision-making since the start of the COVID-19 outbreak: safeguarding the health of our students, faculty and staff,",None,[],2020-03-12 20:24:06,2,"[['None', '0.5411'], ['Tisa Mason', '0.4589']]","['http://hayspost.com/posts/5e6a8ca9afae0f4d5f5cdd35', 'http://salinapost.com/posts/5e6ac701afae0f4d5f5ce77d']",E,"['com', 'com']"
173,2020-02-04-008518,"At least 7 million lives could be saved over the next decade, by identifying the most appropriate science for each country situation, by basing strong cancer responses on universal health coverage, and by mobilizing different stakeholders to work together,",Tedros Adhanom Ghebreyesus,['Q16196017'],2020-02-04 02:25:29,14,"[['Tedros Adhanom Ghebreyesus', '0.9326'], ['None', '0.0674']]","['https://www.miragenews.com/who-outlines-steps-to-save-7-million-lives-from-cancer/', 'https://www.indiablooms.com/health-details/H/5324/tackle-lsquo-unacceptable-inequalities-rsquo-in-cancer-care-saving-up-to-seven-million-lives-who-urges.html', 'https://www.moneycontrol.com/news/current-affairs/one10-indians-will-develop-cancer-during-their-lifetime-who_13451961.html', 'http://www.deccanherald.com/national/world-cancer-day-one-in-10-indians-will-develop-cancer-during-their-lifetime-says-who-801353.html', 'https://www.newindianexpress.com/world/2020/feb/04/one-in-10-indians-will-develop-cancer-during-their-lifetime-world-health-organization-2098841.html', 'http://www.thehansindia.com/news/international/one-in-10-indians-will-develop-cancer-during-their-lifetime-world-health-organization-602424', 'http://gulfnews.com/world/asia/india/world-cancer-day-one-in-10-indians-will-develop-cancer-during-their-lifetime-1.1580807134359', 'https://www.siasat.com/every-one-10-indians-will-develop-cancer-will-die-who-1815303/', 'https://www.siasat.com/one-10-indians-will-develop-cancer-who-1815303/', 'https://www.outlookindia.com/website/story/india-news-one-in-10-indians-will-develop-cancer-during-their-lifetime-who-on-world-cancer-day/346754', 'http://timesnow.tv/health/article/1-in-10-indians-will-develop-cancer-during-their-lifetime-who/549329', 'https://www.financialexpress.com/lifestyle/health/world-cancer-day-2020-alarming-one-in-10-indians-will-develop-cancer-in-their-lifetime-says-who/1855818/', 'https://www.who.int/news-room/detail/04-02-2020-who-outlines-steps-to-save-7-million-lives-from-cancer', 'https://europeansting.com/2020/02/05/tackle-unacceptable-inequalities-in-cancer-care-saving-up-to-seven-million-lives-who-urges/']",E,"['com', 'com', 'com', 'com', 'com', 'com', 'com', 'com', 'com', 'com', 'tv', 'com', 'int', 'com']"
174,2020-01-31-008844,at least five or six significant new production facilities,Zoran Zaev,['Q220579'],2020-01-31 07:25:09,1,"[['Zoran Zaev', '0.8968'], ['None', '0.1032']]",['https://balkaninsight.com/2020/01/31/birn-fact-check-north-macedonia-investment-prediction-almost-on-the-money/'],E,['com']
175,2020-02-18-007920,"At least this is happening now during spring training so I can make the adjustments right away and get stronger as I move along,",Rick Hahn,['Q7331434'],2020-02-18 17:20:59,2,"[['Rick Hahn', '0.9281'], ['None', '0.0606'], ['Gio Gonzalez', '0.0086'], ['Leury Garcia', '0.0018'], ['Rick Renteria', '9.0E-4']]","['https://chicago.suntimes.com/white-sox/2020/2/18/21142435/white-sox-prospect-andrew-vaughn-analytics', 'https://chicago.suntimes.com/white-sox/2020/2/18/21142435/white-sox-prospect-andrew-vaughn-keeps-it-simple-steers-clear-of-new-age-hitting']",E,"['com', 'com']"
176,2020-01-22-008784,"At one point, the Perpetual Guardian four-day week was the most-read story in the New York Times after the Trump/Putin summit,",Andrew Barnes,['Q57009500'],2020-01-22 16:03:41,3,"[['Andrew Barnes', '0.8488'], ['None', '0.1512']]","['https://www.stuff.co.nz/business/118957804/the-world-cant-get-enough-of-new-zealand-fourday-working-week-entrepeneur.html', 'http://home.nzcity.co.nz/nl.aspx?4429077', 'https://www.stuff.co.nz/business/118957804']",E,"['co.nz', 'co.nz', 'co.nz']"
177,2020-01-15-008384,"At that particular moment we will be objectively less sovereign,",Piers Morgan,['Q557758'],2020-01-15 09:38:00,1,"[['Piers Morgan', '0.5577'], ['None', '0.3418'], ['Mark Francois', '0.0635'], ['Susanna Reid', '0.037']]",['http://express.co.uk/showbiz/tv-radio/1228631/piers-morgan-remoaner-big-ben-francois-brexit-eu-leave-remain-gmb-itv'],E,['co.uk']
178,2020-04-16-005095,"At that time we [ Manchester United ] were very much after Gareth Bale and Cesc Fabregas but I've got to say prior to that, at Everton, we were really close to close to a lot of good players.",None,[],2020-04-16 00:00:00,1,"[['None', '0.8792'], ['David Moyes', '0.0945'], ['Marouane Fellaini', '0.0263']]",['https://www.footballtransfertavern.com/premier-league/manchester-united/manchester-united-red-devils-fans-slam-david-moyes-latest-revelation/'],E,['com']
179,2020-01-03-006209,"At the direction of the President, the U.S. military has taken decisive defensive action to protect U.S. personnel abroad by killing Soleimani,",Qasem Soleimani,['Q892014'],2020-01-03 19:38:54,1,"[['Qasem Soleimani', '0.6097'], ['None', '0.368'], ['Marianne Williamson', '0.0223']]",['http://www.breitbart.com/politics/2020/01/03/marianne-williamson-soleimani-strike-ask-how-many-american-deaths-were-responsible/'],E,['com']
180,2020-01-13-007145,"At the end, I probably have 30-40 different tracks mixed in.",None,[],2020-01-13 12:05:08,1,"[['None', '0.7539'], ['Giorgio Moroder', '0.1675'], ['David Bowie', '0.0399'], ['Irene Cara', '0.0387']]",['https://coolhunting.com/tech/giorgio-moroder-and-the-future-of-sound-in-transportation/'],E,['com']
181,2020-01-26-003906,"At the end of the day, I got to make decisions on what I think's best for the organization and winning. None of them are easy,",None,[],2020-01-26 14:00:00,1,"[['None', '0.6566'], ['Will Muschamp', '0.3323'], ['Mike Bobo', '0.0111']]",['https://www.postandcourier.com/sports/carolina/gamecocks-revamp-football-strength-program-after-two-years-of-rampant/article_bc17ccbe-3eb2-11ea-b217-0ba26d0826b3.html'],E,['com']
182,2020-01-30-009459,"At the end of the day it's down to us. The most important thing is for us to go out there and perform well, win the points and they will stick by us.",Sam Clucas,['Q7411126'],2020-01-30 09:43:57,1,"[['Sam Clucas', '0.6973'], ['None', '0.3027']]",['https://www.stokesentinel.co.uk/sport/football/football-news/stoke-fans-clucas-derby-county-3792618'],E,['co.uk']
183,2020-01-12-003720,"At the moment we have to think medium-to-long term with Eddie, we have to respect his evolution, his development, and we don't have to make decisions just based on two or three games,",Mikel Arteta,['Q185572'],2020-01-12 23:48:05,2,"[['Mikel Arteta', '0.9514'], ['None', '0.0466'], ['Pierre-Emerick Aubameyang', '0.002']]","['https://www.sportskeeda.com/football/aubameyang-ban-will-not-change-arsenal-s-nketiah-plans?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda', 'https://www.foxsportsasia.com/football/transfer-news/1219393/pierre-emerick-aubameyang-ban-will-not-change-arsenals-eddie-nketiah-plans/']",E,"['com', 'com']"
184,2020-01-20-006469,At the same time we want to remain friends with our European neighbours and offer a range of drinks at an excellent price.,Tim Martin,"['Q20670776', 'Q20713880', 'Q7803899', 'Q7803900']",2020-01-20 09:08:24,4,"[['Tim Martin', '0.9721'], ['None', '0.0279']]","['https://www.dailystar.co.uk/real-life/wetherspoons-slash-cost-10-drinks-21317375', 'http://www.independent.co.uk/news/uk/home-news/brexit-wetherspoons-friendship-discount-tim-martin-cheap-drinks-leave-eu-a9292416.html', 'https://infosurhoy.com/news-summary/cheers-to-that-brexit-supporting-wetherspoon-to-cut-prices-for-january-31-celebration/', 'https://www.thesun.co.uk/money/10864674/wetherspoon-cutting-price-drinks-celebrate-brexit/']",E,"['co.uk', 'co.uk', 'com', 'co.uk']"
185,2020-01-08-008148,"At the start, we had a target and that's probably changed now because we're on their heels. We just want to keep driving forward.",Carla Ward,['Q55819505'],2020-01-08 16:59:00,1,"[['Carla Ward', '0.9408'], ['None', '0.0592']]",['http://thestar.co.uk/sport/football/sheffield-united/latest-blades-news/sheffield-united-are-focused-big-one-not-glamorous-occasion-1358666'],E,['co.uk']
186,2020-02-28-006801,"At this point, coronavirus is contained in Australia. The messaging of this week is because of the global spread, there is a high likelihood that it will come to Australia at some point... Our message is that we are prepared for that moment because we are not immune but it is very important to go about your daily business.",Greg Hunt,['Q5605742'],2020-02-28 03:44:14,1,"[['Greg Hunt', '0.976'], ['None', '0.024']]",['http://www.theage.com.au/world/coronavirus-update-live-who-says-decisive-point-has-been-reached-as-covid19-cases-spike-outside-china-20200228-p5456b.html'],E,['com.au']
187,2020-02-24-006058,"At this point in my career, I believe that I am well-prepared to move into a superintendent role,",None,[],2020-02-24 22:09:20,1,"[['None', '0.5681'], [""Philip O'Reilly"", '0.4319']]","['http://www.berkshireeagle.com/stories/finalists-for-lenox-schools-chief-to-be-interviewed-next-week,598147']",E,['com']
188,2020-03-05-006883,"At this sensitive time, we would urge people not to make any irresponsible comments and not to be influenced by selective and unsubstantiated narrative on the matter,",Raveesh Kumar,['Q35489166'],2020-03-05 13:50:19,9,"[['Raveesh Kumar', '0.6602'], ['None', '0.2993'], ['Nigel Adams', '0.0179'], ['Javad Zarif', '0.0173'], ['Recep Tayyip Erdogan', '0.0029'], ['Khalid Mahmood', '0.0018'], ['Narendra Modi', '3.0E-4'], ['Tariq Ahmed', '3.0E-4']]","['http://www.dailypioneer.com/2020/india-abroad/india-hits-out-at-erdogan--british-minister-for--irresponsible--comments-over-delhi-violence.html', 'https://www.indiatvnews.com/news/india/india-hits-out-at-erdogan-british-minister-for-irresponsible-comments-over-delhi-violence-595509', 'https://www.orissapost.com/india-slams-turkish-pm-british-minister-for-irresponsible-comments-over-delhi-violence/', 'http://thewire.in/external-affairs/delhi-riots-iran-uk-turkey', 'https://www.financialexpress.com/india-news/india-hits-out-at-erdogan-british-minister-for-irresponsible-comments-over-delhi-violence/1890403/', 'http://www.tribuneindia.com/news/confront-extremist-hindus-irans-khamenei-on-delhi-riots-comment-unhelpful-says-india-51412', 'https://www.indiatoday.in/india/story/india-hits-out-erdogan-british-minister-comments-delhi-violence-1652876-2020-03-06', 'http://telegraphindia.com/india/delhi-riots-stop-massacre-says-irans-spiritual-leader-ayatollah-ali-khamenei/cid/1751319', 'https://www.thenews.com.pk/print/624610-india-slates-erdogan-adams-comments-on-delhi-violence']",E,"['com', 'com', 'com', 'in', 'com', 'com', 'in', 'com', 'com.pk']"
189,2020-01-09-008897,"Atticus is dedicated to partnering with industry-leading brands that offer secure financial performance, significant marketplace relevance, and strong leadership,",Michael Gonzalez,['Q3308221'],2020-01-09 20:50:27,2,"[['Michael Gonzalez', '0.8362'], ['None', '0.1638']]","['https://azbigmedia.com/business/scottsdale-based-massage-envy-partners-with-atticus-franchise-group/', 'https://www.franchising.com/articles/atlantabased_private_equity_firm_adding_more_massage_envy_locations_to_port.html']",E,"['com', 'com']"
190,2020-03-16-006772,"Aurora is still open for business, but we just have to operate a little differently,",Richard Irvin,['Q19876478'],2020-03-16 00:00:00,1,"[['Richard Irvin', '0.698'], ['None', '0.302']]",['http://www.dailyherald.com/news/20200316/aurora-city-hall-closed-to-public-mayor-enacts-emergency-powers'],E,['com']
191,2020-01-07-007450,"Australia suddenly appears to be getting swamped by mis/disinformation as a result of this environmental catastrophe, and we are suffering the consequences in terms of hyped up polarisation and an increased difficulty and inability for citizens to discern truth.",None,[],2020-01-07 17:00:04,3,"[['None', '0.8732'], ['Rupert Murdoch', '0.1268']]","['https://www.theguardian.com/australia-news/2020/jan/08/twitter-bots-trolls-australian-bushfires-social-media-disinformation-campaign-false-claims', 'https://www.greenleft.org.au/content/even-bushfire-crisis-66-want-climate-emergency-action', 'https://www.greenleft.org.au/content/even-bushfire-crisis-66-wanted-climate-emergency-action']",E,"['com', 'org.au', 'org.au']"
192,2020-03-09-006179,"Australians have always liked close, high-speed racing and this series which will be shown live on Seven could spark an interest in the series like the open wheeler racing in Europe and the United States.",None,[],2020-03-09 23:00:00,1,"[['None', '0.9157'], ['Albert Park', '0.0843']]",['http://goulburnpost.com.au/story/6670037/willmington-bound-for-the-track-in-new-s5000-competition/?cs=182'],E,['com.au']
193,2020-02-10-008374,authority which attracts adherence as opposed to obliging it,H. Patrick Glenn,['Q5628475'],2020-02-10 17:50:04,1,"[['H. Patrick Glenn', '0.8126'], ['None', '0.1874']]",['https://blogs.timesofisrael.com/exodus-and-relational-authority-yitro/'],E,['com']
194,2020-03-02-006355,Babalawo mo wa bebe / oni ma ma t' owo b' enu...,None,[],2020-03-02 01:30:28,2,"[['None', '0.9084'], ['Donald Trump', '0.0916']]","['https://thenationonlineng.net/the-covid-question/', 'https://www.wetinhappen.com.ng/the-covid-question/#respond']",E,"['net', 'com.ng']"
195,2020-02-02-004416,Back to work. Design meeting. My coworker getting her kicks and teasing me about my `cute' new hair. Thanks to @giannandreahair for making my mom life a helluva lot easier.,Eva Mendes,['Q170606'],2020-02-02 20:46:00,1,"[['Eva Mendes', '0.8425'], ['None', '0.1182'], ['model and actress', '0.0393']]",['http://www.cheatsheet.com/entertainment/someone-called-ryan-goslings-wife-eva-mendes-old-she-clapped-back.html/'],E,['com']
196,2020-01-01-003476,Bangladesh to date has not planned anything like this.,None,[],2020-01-01 20:11:09,1,"[['None', '0.9103'], ['Asaduzzaman Khan', '0.0897']]",['https://defence.pk/pdf/threads/bangladesh-denies-asking-india-not-to-send-muslim-migrants.647995/'],E,['pk']
197,2020-01-14-008170,"Bankrupts cannot be candidates,",Mahathir Mohamad,['Q181383'],2020-01-14 01:12:00,1,"[['Mahathir Mohamad', '0.9157'], ['None', '0.0843']]",['https://www.thestar.com.my/news/nation/2020/01/14/dr-m-membership-registry-needs-cleaning-up'],E,['com.my']
198,2020-03-05-007193,"Barcelona is always complicated, their way of playing is different and I imagine that he is still in that phase of adaptation. He is not doing everything bad, but, from knowing him, he can give more.",Meho Kodro,['Q380566'],2020-03-05 16:34:20,1,"[['Meho Kodro', '0.8612'], ['None', '0.0943'], ['Antoine Griezmann', '0.0445']]",['https://ghanasoccernet.com/griezmann-must-adapt-to-a-barcelona-where-everything-revolves-around-messi-kodro'],E,['com']
